date_key,cost_center_key,business_unit_key,gl_account_key,gl_category,amount,scenario,notes
20230601,104034,BU03,617000,Travel,1981.63,Budget,Annual operating plan allocation
20230601,109003,BU04,611000,Internal Labor,195868.86,Budget,Annual operating plan allocation
20230601,109003,BU04,613000,Software,66378.29,Budget,Annual operating plan allocation
20230601,109003,BU04,613050,Cloud,60080.68,Budget,Annual operating plan allocation
20230601,109003,BU04,612000,External Labor,91256.09,Budget,Annual operating plan allocation
20230601,109003,BU04,614000,Professional Services,33373.51,Budget,Annual operating plan allocation
20230601,109003,BU04,612070,Hardware,23751.24,Budget,Annual operating plan allocation
20230601,109003,BU04,615000,Telecom,11565.54,Budget,Annual operating plan allocation
20230601,109003,BU04,616000,Training,3920.0,Budget,Annual operating plan allocation
20230601,109003,BU04,617000,Travel,2990.43,Budget,Annual operating plan allocation
20230601,109004,BU04,611000,Internal Labor,238578.22,Budget,Annual operating plan allocation
20230601,109004,BU04,613000,Software,75545.0,Budget,Annual operating plan allocation
20230601,109004,BU04,613050,Cloud,81358.92,Budget,Annual operating plan allocation
20230601,109004,BU04,612000,External Labor,109024.24,Budget,Annual operating plan allocation
20230601,109004,BU04,614000,Professional Services,38859.38,Budget,Annual operating plan allocation
20230601,109004,BU04,612070,Hardware,26923.49,Budget,Annual operating plan allocation
20230601,109004,BU04,615000,Telecom,15961.05,Budget,Annual operating plan allocation
20230601,109004,BU04,616000,Training,4569.09,Budget,Annual operating plan allocation
20230601,109004,BU04,617000,Travel,3398.37,Budget,Annual operating plan allocation
20230601,110101,BU05,611000,Internal Labor,213078.34,Budget,Annual operating plan allocation
20230601,110101,BU05,613000,Software,69557.15,Budget,Annual operating plan allocation
20230601,110101,BU05,613050,Cloud,61086.82,Budget,Annual operating plan allocation
20230601,110101,BU05,612000,External Labor,90040.88,Budget,Annual operating plan allocation
20230601,110101,BU05,614000,Professional Services,33824.1,Budget,Annual operating plan allocation
20230601,110101,BU05,612070,Hardware,22346.1,Budget,Annual operating plan allocation
20230601,110101,BU05,615000,Telecom,14085.92,Budget,Annual operating plan allocation
20230601,110101,BU05,616000,Training,3878.13,Budget,Annual operating plan allocation
20230601,110101,BU05,617000,Travel,3030.58,Budget,Annual operating plan allocation
20230601,110102,BU05,611000,Internal Labor,118678.74,Budget,Annual operating plan allocation
20230601,110102,BU05,613000,Software,46206.72,Budget,Annual operating plan allocation
20230601,110102,BU05,613050,Cloud,39073.3,Budget,Annual operating plan allocation
20230601,110102,BU05,612000,External Labor,61279.89,Budget,Annual operating plan allocation
20230601,110102,BU05,614000,Professional Services,22988.3,Budget,Annual operating plan allocation
20230601,110102,BU05,612070,Hardware,15402.88,Budget,Annual operating plan allocation
20230601,110102,BU05,615000,Telecom,8236.29,Budget,Annual operating plan allocation
20230601,110102,BU05,616000,Training,2751.53,Budget,Annual operating plan allocation
20230601,110102,BU05,617000,Travel,1926.3,Budget,Annual operating plan allocation
20230601,120201,BU06,611000,Internal Labor,101661.02,Budget,Annual operating plan allocation
20230601,120201,BU06,613000,Software,29009.84,Budget,Annual operating plan allocation
20230601,120201,BU06,613050,Cloud,29441.01,Budget,Annual operating plan allocation
20230601,120201,BU06,612000,External Labor,39139.37,Budget,Annual operating plan allocation
20230601,120201,BU06,614000,Professional Services,15936.6,Budget,Annual operating plan allocation
20230601,120201,BU06,612070,Hardware,11829.01,Budget,Annual operating plan allocation
20230601,120201,BU06,615000,Telecom,5643.28,Budget,Annual operating plan allocation
20230601,120201,BU06,616000,Training,1860.89,Budget,Annual operating plan allocation
20230601,120201,BU06,617000,Travel,1245.44,Budget,Annual operating plan allocation
20230701,104001,BU03,611000,Internal Labor,208233.87,Budget,Annual operating plan allocation
20230701,104001,BU03,613000,Software,71682.12,Budget,Annual operating plan allocation
20230701,104001,BU03,613050,Cloud,72566.28,Budget,Annual operating plan allocation
20230701,104001,BU03,612000,External Labor,98872.81,Budget,Annual operating plan allocation
20230701,104001,BU03,614000,Professional Services,40993.17,Budget,Annual operating plan allocation
20230701,104001,BU03,612070,Hardware,28448.59,Budget,Annual operating plan allocation
20230701,104001,BU03,615000,Telecom,13589.34,Budget,Annual operating plan allocation
20230701,104001,BU03,616000,Training,4885.39,Budget,Annual operating plan allocation
20230701,104001,BU03,617000,Travel,3326.86,Budget,Annual operating plan allocation
20230701,104002,BU03,611000,Internal Labor,205258.9,Budget,Annual operating plan allocation
20230701,104002,BU03,613000,Software,64340.91,Budget,Annual operating plan allocation
20230701,104002,BU03,613050,Cloud,60154.97,Budget,Annual operating plan allocation
20230701,104002,BU03,612000,External Labor,95309.31,Budget,Annual operating plan allocation
20230701,104002,BU03,614000,Professional Services,32428.94,Budget,Annual operating plan allocation
20230701,104002,BU03,612070,Hardware,21909.79,Budget,Annual operating plan allocation
20230701,104002,BU03,615000,Telecom,11708.61,Budget,Annual operating plan allocation
20230701,104002,BU03,616000,Training,4104.99,Budget,Annual operating plan allocation
20230701,104002,BU03,617000,Travel,3052.95,Budget,Annual operating plan allocation
20230701,104003,BU03,611000,Internal Labor,133721.23,Budget,Annual operating plan allocation
20230701,104003,BU03,613000,Software,44083.55,Budget,Annual operating plan allocation
20230701,104003,BU03,613050,Cloud,46018.41,Budget,Annual operating plan allocation
20230701,104003,BU03,612000,External Labor,70339.84,Budget,Annual operating plan allocation
20230701,104003,BU03,614000,Professional Services,24957.33,Budget,Annual operating plan allocation
20230701,104003,BU03,612070,Hardware,17094.4,Budget,Annual operating plan allocation
20230701,104003,BU03,615000,Telecom,8502.43,Budget,Annual operating plan allocation
20230701,104003,BU03,616000,Training,2881.61,Budget,Annual operating plan allocation
20230701,104003,BU03,617000,Travel,2067.91,Budget,Annual operating plan allocation
20230701,104005,BU03,611000,Internal Labor,82049.81,Budget,Annual operating plan allocation
20230701,104005,BU03,613000,Software,25000.36,Budget,Annual operating plan allocation
20230701,104005,BU03,613050,Cloud,28024.6,Budget,Annual operating plan allocation
20230701,104005,BU03,612000,External Labor,35666.3,Budget,Annual operating plan allocation
20230701,104005,BU03,614000,Professional Services,14271.52,Budget,Annual operating plan allocation
20230701,104005,BU03,612070,Hardware,9427.36,Budget,Annual operating plan allocation
20230701,104005,BU03,615000,Telecom,5140.21,Budget,Annual operating plan allocation
20230701,104005,BU03,616000,Training,1488.2,Budget,Annual operating plan allocation
20230701,104005,BU03,617000,Travel,1222.88,Budget,Annual operating plan allocation
20230701,104017,BU02,611000,Internal Labor,135940.99,Budget,Annual operating plan allocation
20230701,104017,BU02,613000,Software,43274.02,Budget,Annual operating plan allocation
20230701,104017,BU02,613050,Cloud,41989.67,Budget,Annual operating plan allocation
20230701,104017,BU02,612000,External Labor,60097.62,Budget,Annual operating plan allocation
20230701,104017,BU02,614000,Professional Services,25280.31,Budget,Annual operating plan allocation
20230701,104017,BU02,612070,Hardware,14788.64,Budget,Annual operating plan allocation
20230701,104017,BU02,615000,Telecom,7915.29,Budget,Annual operating plan allocation
20230701,104017,BU02,616000,Training,2876.06,Budget,Annual operating plan allocation
20230701,104017,BU02,617000,Travel,1977.49,Budget,Annual operating plan allocation
20230701,104018,BU06,611000,Internal Labor,139739.14,Budget,Annual operating plan allocation
20230701,104018,BU06,613000,Software,46784.71,Budget,Annual operating plan allocation
20230701,104018,BU06,613050,Cloud,43175.69,Budget,Annual operating plan allocation
20230701,104018,BU06,612000,External Labor,62986.53,Budget,Annual operating plan allocation
20230701,104018,BU06,614000,Professional Services,21054.58,Budget,Annual operating plan allocation
20230701,104018,BU06,612070,Hardware,16986.12,Budget,Annual operating plan allocation
20230701,104018,BU06,615000,Telecom,8885.78,Budget,Annual operating plan allocation
20230701,104018,BU06,616000,Training,2608.05,Budget,Annual operating plan allocation
20230701,104018,BU06,617000,Travel,2032.2,Budget,Annual operating plan allocation
20230701,104019,BU03,611000,Internal Labor,154192.17,Budget,Annual operating plan allocation
20230701,104019,BU03,613000,Software,52288.86,Budget,Annual operating plan allocation
20230701,104019,BU03,613050,Cloud,53756.01,Budget,Annual operating plan allocation
20230701,104019,BU03,612000,External Labor,75201.84,Budget,Annual operating plan allocation
20230701,104019,BU03,614000,Professional Services,24920.38,Budget,Annual operating plan allocation
20230701,104019,BU03,612070,Hardware,19151.43,Budget,Annual operating plan allocation
20230701,104019,BU03,615000,Telecom,10016.8,Budget,Annual operating plan allocation
20230701,104019,BU03,616000,Training,2928.53,Budget,Annual operating plan allocation
20230701,104019,BU03,617000,Travel,2300.31,Budget,Annual operating plan allocation
20230701,104022,BU03,611000,Internal Labor,171495.69,Budget,Annual operating plan allocation
20230701,104022,BU03,613000,Software,54289.52,Budget,Annual operating plan allocation
20230701,104022,BU03,613050,Cloud,55171.91,Budget,Annual operating plan allocation
20230701,104022,BU03,612000,External Labor,83194.14,Budget,Annual operating plan allocation
20230701,104022,BU03,614000,Professional Services,27822.69,Budget,Annual operating plan allocation
20230701,104022,BU03,612070,Hardware,22142.66,Budget,Annual operating plan allocation
20230701,104022,BU03,615000,Telecom,11869.06,Budget,Annual operating plan allocation
20230701,104022,BU03,616000,Training,3380.52,Budget,Annual operating plan allocation
20230701,104022,BU03,617000,Travel,2370.9,Budget,Annual operating plan allocation
20230701,104023,BU02,611000,Internal Labor,192901.73,Budget,Annual operating plan allocation
20230701,104023,BU02,613000,Software,55285.67,Budget,Annual operating plan allocation
20230701,104023,BU02,613050,Cloud,60309.39,Budget,Annual operating plan allocation
20230701,104023,BU02,612000,External Labor,83195.8,Budget,Annual operating plan allocation
20230701,104023,BU02,614000,Professional Services,32090.08,Budget,Annual operating plan allocation
20230701,104023,BU02,612070,Hardware,22579.66,Budget,Annual operating plan allocation
20230701,104023,BU02,615000,Telecom,12009.54,Budget,Annual operating plan allocation
20230701,104023,BU02,616000,Training,3568.35,Budget,Annual operating plan allocation
20230701,104023,BU02,617000,Travel,2561.37,Budget,Annual operating plan allocation
20230701,104026,BU01,611000,Internal Labor,204920.56,Budget,Annual operating plan allocation
20230701,104026,BU01,613000,Software,68846.42,Budget,Annual operating plan allocation
20230701,104026,BU01,613050,Cloud,57896.52,Budget,Annual operating plan allocation
20230701,104026,BU01,612000,External Labor,85433.51,Budget,Annual operating plan allocation
20230701,104026,BU01,614000,Professional Services,36200.52,Budget,Annual operating plan allocation
20230701,104026,BU01,612070,Hardware,22207.28,Budget,Annual operating plan allocation
20230701,104026,BU01,615000,Telecom,11807.62,Budget,Annual operating plan allocation
20230701,104026,BU01,616000,Training,3682.9,Budget,Annual operating plan allocation
20230701,104026,BU01,617000,Travel,2774.26,Budget,Annual operating plan allocation
20230701,104027,BU02,611000,Internal Labor,243044.64,Budget,Annual operating plan allocation
20230701,104027,BU02,613000,Software,79194.25,Budget,Annual operating plan allocation
20230701,104027,BU02,613050,Cloud,72762.81,Budget,Annual operating plan allocation
20230701,104027,BU02,612000,External Labor,109121.98,Budget,Annual operating plan allocation
20230701,104027,BU02,614000,Professional Services,41610.24,Budget,Annual operating plan allocation
20230701,104027,BU02,612070,Hardware,30035.47,Budget,Annual operating plan allocation
20230701,104027,BU02,615000,Telecom,15095.61,Budget,Annual operating plan allocation
20230701,104027,BU02,616000,Training,4748.1,Budget,Annual operating plan allocation
20230701,104027,BU02,617000,Travel,3413.84,Budget,Annual operating plan allocation
20230701,104028,BU03,611000,Internal Labor,204794.92,Budget,Annual operating plan allocation
20230701,104028,BU03,613000,Software,65101.03,Budget,Annual operating plan allocation
20230701,104028,BU03,613050,Cloud,70410.25,Budget,Annual operating plan allocation
20230701,104028,BU03,612000,External Labor,92104.07,Budget,Annual operating plan allocation
20230701,104028,BU03,614000,Professional Services,36645.05,Budget,Annual operating plan allocation
20230701,104028,BU03,612070,Hardware,27259.43,Budget,Annual operating plan allocation
20230701,104028,BU03,615000,Telecom,14641.01,Budget,Annual operating plan allocation
20230701,104028,BU03,616000,Training,4014.74,Budget,Annual operating plan allocation
20230701,104028,BU03,617000,Travel,2817.28,Budget,Annual operating plan allocation
20230701,104034,BU03,611000,Internal Labor,119933.04,Budget,Annual operating plan allocation
20230701,104034,BU03,613000,Software,45259.07,Budget,Annual operating plan allocation
20230701,104034,BU03,613050,Cloud,36554.5,Budget,Annual operating plan allocation
20230701,104034,BU03,612000,External Labor,53632.13,Budget,Annual operating plan allocation
20230701,104034,BU03,614000,Professional Services,21477.9,Budget,Annual operating plan allocation
20230701,104034,BU03,612070,Hardware,13742.35,Budget,Annual operating plan allocation
20230701,104034,BU03,615000,Telecom,8527.85,Budget,Annual operating plan allocation
20230701,104034,BU03,616000,Training,2352.81,Budget,Annual operating plan allocation
20230701,104034,BU03,617000,Travel,1888.38,Budget,Annual operating plan allocation
20230701,109003,BU04,611000,Internal Labor,192293.94,Budget,Annual operating plan allocation
20230701,109003,BU04,613000,Software,69248.46,Budget,Annual operating plan allocation
20230701,109003,BU04,613050,Cloud,62045.55,Budget,Annual operating plan allocation
20230701,109003,BU04,612000,External Labor,89793.49,Budget,Annual operating plan allocation
20230701,109003,BU04,614000,Professional Services,34976.16,Budget,Annual operating plan allocation
20230701,109003,BU04,612070,Hardware,22885.37,Budget,Annual operating plan allocation
20230701,109003,BU04,615000,Telecom,11477.29,Budget,Annual operating plan allocation
20230701,109003,BU04,616000,Training,3577.31,Budget,Annual operating plan allocation
20230701,109003,BU04,617000,Travel,2699.75,Budget,Annual operating plan allocation
20230701,109004,BU04,611000,Internal Labor,220098.27,Budget,Annual operating plan allocation
20230701,109004,BU04,613000,Software,71168.89,Budget,Annual operating plan allocation
20230701,109004,BU04,613050,Cloud,77992.89,Budget,Annual operating plan allocation
20230701,109004,BU04,612000,External Labor,95328.76,Budget,Annual operating plan allocation
20230701,109004,BU04,614000,Professional Services,41506.55,Budget,Annual operating plan allocation
20230701,109004,BU04,612070,Hardware,27072.67,Budget,Annual operating plan allocation
20230701,109004,BU04,615000,Telecom,15533.12,Budget,Annual operating plan allocation
20230701,109004,BU04,616000,Training,4950.63,Budget,Annual operating plan allocation
20230701,109004,BU04,617000,Travel,3415.72,Budget,Annual operating plan allocation
20230701,110101,BU05,611000,Internal Labor,181176.94,Budget,Annual operating plan allocation
20230701,110101,BU05,613000,Software,64804.18,Budget,Annual operating plan allocation
20230701,110101,BU05,613050,Cloud,60679.16,Budget,Annual operating plan allocation
20230701,110101,BU05,612000,External Labor,87020.89,Budget,Annual operating plan allocation
20230701,110101,BU05,614000,Professional Services,35147.68,Budget,Annual operating plan allocation
20230701,110101,BU05,612070,Hardware,25680.36,Budget,Annual operating plan allocation
20230701,110101,BU05,615000,Telecom,12639.86,Budget,Annual operating plan allocation
20230701,110101,BU05,616000,Training,4251.86,Budget,Annual operating plan allocation
20230701,110101,BU05,617000,Travel,2814.88,Budget,Annual operating plan allocation
20230701,110102,BU05,611000,Internal Labor,117263.33,Budget,Annual operating plan allocation
20230701,110102,BU05,613000,Software,38546.27,Budget,Annual operating plan allocation
20230701,110102,BU05,613050,Cloud,36565.88,Budget,Annual operating plan allocation
20230701,110102,BU05,612000,External Labor,52181.1,Budget,Annual operating plan allocation
20230701,110102,BU05,614000,Professional Services,23342.13,Budget,Annual operating plan allocation
20230701,110102,BU05,612070,Hardware,13739.04,Budget,Annual operating plan allocation
20230701,110102,BU05,615000,Telecom,8295.34,Budget,Annual operating plan allocation
20230701,110102,BU05,616000,Training,2432.06,Budget,Annual operating plan allocation
20230701,110102,BU05,617000,Travel,1789.54,Budget,Annual operating plan allocation
20230701,120201,BU06,611000,Internal Labor,87879.49,Budget,Annual operating plan allocation
20230701,120201,BU06,613000,Software,32437.54,Budget,Annual operating plan allocation
20230701,120201,BU06,613050,Cloud,31622.95,Budget,Annual operating plan allocation
20230701,120201,BU06,612000,External Labor,40696.95,Budget,Annual operating plan allocation
20230701,120201,BU06,614000,Professional Services,16605.61,Budget,Annual operating plan allocation
20230701,120201,BU06,612070,Hardware,10606.17,Budget,Annual operating plan allocation
20230701,120201,BU06,615000,Telecom,5701.04,Budget,Annual operating plan allocation
20230701,120201,BU06,616000,Training,1793.43,Budget,Annual operating plan allocation
20230701,120201,BU06,617000,Travel,1322.6,Budget,Annual operating plan allocation
20230801,104001,BU03,611000,Internal Labor,208975.52,Budget,Annual operating plan allocation
20230801,104001,BU03,613000,Software,78935.24,Budget,Annual operating plan allocation
20230801,104001,BU03,613050,Cloud,69210.77,Budget,Annual operating plan allocation
20230801,104001,BU03,612000,External Labor,98989.2,Budget,Annual operating plan allocation
20230801,104001,BU03,614000,Professional Services,38326.37,Budget,Annual operating plan allocation
20230801,104001,BU03,612070,Hardware,26518.5,Budget,Annual operating plan allocation
20230801,104001,BU03,615000,Telecom,15150.2,Budget,Annual operating plan allocation
20230801,104001,BU03,616000,Training,4389.24,Budget,Annual operating plan allocation
20230801,104001,BU03,617000,Travel,3397.69,Budget,Annual operating plan allocation
20230801,104002,BU03,611000,Internal Labor,186736.39,Budget,Annual operating plan allocation
20230801,104002,BU03,613000,Software,61098.73,Budget,Annual operating plan allocation
20230801,104002,BU03,613050,Cloud,60463.21,Budget,Annual operating plan allocation
20230801,104002,BU03,612000,External Labor,90778.12,Budget,Annual operating plan allocation
20230801,104002,BU03,614000,Professional Services,32986.61,Budget,Annual operating plan allocation
20230801,104002,BU03,612070,Hardware,21967.99,Budget,Annual operating plan allocation
20230801,104002,BU03,615000,Telecom,11897.98,Budget,Annual operating plan allocation
20230801,104002,BU03,616000,Training,3475.92,Budget,Annual operating plan allocation
20230801,104002,BU03,617000,Travel,2923.84,Budget,Annual operating plan allocation
20230801,104003,BU03,611000,Internal Labor,136582.46,Budget,Annual operating plan allocation
20230801,104003,BU03,613000,Software,50010.7,Budget,Annual operating plan allocation
20230801,104003,BU03,613050,Cloud,46122.02,Budget,Annual operating plan allocation
20230801,104003,BU03,612000,External Labor,63218.78,Budget,Annual operating plan allocation
20230801,104003,BU03,614000,Professional Services,22201.94,Budget,Annual operating plan allocation
20230801,104003,BU03,612070,Hardware,17167.22,Budget,Annual operating plan allocation
20230801,104003,BU03,615000,Telecom,9399.27,Budget,Annual operating plan allocation
20230801,104003,BU03,616000,Training,2666.96,Budget,Annual operating plan allocation
20230801,104003,BU03,617000,Travel,1944.55,Budget,Annual operating plan allocation
20230801,104005,BU03,611000,Internal Labor,75202.74,Budget,Annual operating plan allocation
20230801,104005,BU03,613000,Software,25891.12,Budget,Annual operating plan allocation
20230801,104005,BU03,613050,Cloud,23639.9,Budget,Annual operating plan allocation
20230801,104005,BU03,612000,External Labor,33540.24,Budget,Annual operating plan allocation
20230801,104005,BU03,614000,Professional Services,13416.77,Budget,Annual operating plan allocation
20230801,104005,BU03,612070,Hardware,9765.15,Budget,Annual operating plan allocation
20230801,104005,BU03,615000,Telecom,5287.11,Budget,Annual operating plan allocation
20230801,104005,BU03,616000,Training,1531.45,Budget,Annual operating plan allocation
20230801,104005,BU03,617000,Travel,1034.61,Budget,Annual operating plan allocation
20230801,104017,BU02,611000,Internal Labor,123233.16,Budget,Annual operating plan allocation
20230801,104017,BU02,613000,Software,46741.41,Budget,Annual operating plan allocation
20230801,104017,BU02,613050,Cloud,42439.49,Budget,Annual operating plan allocation
20230801,104017,BU02,612000,External Labor,54537.58,Budget,Annual operating plan allocation
20230801,104017,BU02,614000,Professional Services,22589.8,Budget,Annual operating plan allocation
20230801,104017,BU02,612070,Hardware,14741.63,Budget,Annual operating plan allocation
20230801,104017,BU02,615000,Telecom,8078.64,Budget,Annual operating plan allocation
20230801,104017,BU02,616000,Training,2488.2,Budget,Annual operating plan allocation
20230801,104017,BU02,617000,Travel,1981.31,Budget,Annual operating plan allocation
20230801,104018,BU06,611000,Internal Labor,134775.83,Budget,Annual operating plan allocation
20230801,104018,BU06,613000,Software,44289.43,Budget,Annual operating plan allocation
20230801,104018,BU06,613050,Cloud,43838.86,Budget,Annual operating plan allocation
20230801,104018,BU06,612000,External Labor,53630.99,Budget,Annual operating plan allocation
20230801,104018,BU06,614000,Professional Services,21844.38,Budget,Annual operating plan allocation
20230801,104018,BU06,612070,Hardware,15853.8,Budget,Annual operating plan allocation
20230801,104018,BU06,615000,Telecom,8370.04,Budget,Annual operating plan allocation
20230801,104018,BU06,616000,Training,2695.99,Budget,Annual operating plan allocation
20230801,104018,BU06,617000,Travel,1971.49,Budget,Annual operating plan allocation
20230801,104019,BU03,611000,Internal Labor,146473.38,Budget,Annual operating plan allocation
20230801,104019,BU03,613000,Software,47108.97,Budget,Annual operating plan allocation
20230801,104019,BU03,613050,Cloud,52199.33,Budget,Annual operating plan allocation
20230801,104019,BU03,612000,External Labor,66367.77,Budget,Annual operating plan allocation
20230801,104019,BU03,614000,Professional Services,24395.04,Budget,Annual operating plan allocation
20230801,104019,BU03,612070,Hardware,16527.97,Budget,Annual operating plan allocation
20230801,104019,BU03,615000,Telecom,9228.88,Budget,Annual operating plan allocation
20230801,104019,BU03,616000,Training,2764.2,Budget,Annual operating plan allocation
20230801,104019,BU03,617000,Travel,2178.99,Budget,Annual operating plan allocation
20230801,104022,BU03,611000,Internal Labor,182843.33,Budget,Annual operating plan allocation
20230801,104022,BU03,613000,Software,60569.37,Budget,Annual operating plan allocation
20230801,104022,BU03,613050,Cloud,52359.63,Budget,Annual operating plan allocation
20230801,104022,BU03,612000,External Labor,78114.12,Budget,Annual operating plan allocation
20230801,104022,BU03,614000,Professional Services,29135.56,Budget,Annual operating plan allocation
20230801,104022,BU03,612070,Hardware,19881.92,Budget,Annual operating plan allocation
20230801,104022,BU03,615000,Telecom,10853.92,Budget,Annual operating plan allocation
20230801,104022,BU03,616000,Training,3089.47,Budget,Annual operating plan allocation
20230801,104022,BU03,617000,Travel,2252.86,Budget,Annual operating plan allocation
20230801,104023,BU02,611000,Internal Labor,184349.39,Budget,Annual operating plan allocation
20230801,104023,BU02,613000,Software,53840.18,Budget,Annual operating plan allocation
20230801,104023,BU02,613050,Cloud,52873.23,Budget,Annual operating plan allocation
20230801,104023,BU02,612000,External Labor,83376.23,Budget,Annual operating plan allocation
20230801,104023,BU02,614000,Professional Services,31444.32,Budget,Annual operating plan allocation
20230801,104023,BU02,612070,Hardware,22540.22,Budget,Annual operating plan allocation
20230801,104023,BU02,615000,Telecom,12015.54,Budget,Annual operating plan allocation
20230801,104023,BU02,616000,Training,3414.63,Budget,Annual operating plan allocation
20230801,104023,BU02,617000,Travel,2487.29,Budget,Annual operating plan allocation
20230801,104026,BU01,611000,Internal Labor,184644.09,Budget,Annual operating plan allocation
20230801,104026,BU01,613000,Software,60928.82,Budget,Annual operating plan allocation
20230801,104026,BU01,613050,Cloud,61292.42,Budget,Annual operating plan allocation
20230801,104026,BU01,612000,External Labor,91769.33,Budget,Annual operating plan allocation
20230801,104026,BU01,614000,Professional Services,30273.1,Budget,Annual operating plan allocation
20230801,104026,BU01,612070,Hardware,23323.77,Budget,Annual operating plan allocation
20230801,104026,BU01,615000,Telecom,11708.62,Budget,Annual operating plan allocation
20230801,104026,BU01,616000,Training,3795.24,Budget,Annual operating plan allocation
20230801,104026,BU01,617000,Travel,2725.63,Budget,Annual operating plan allocation
20230801,104027,BU02,611000,Internal Labor,236167.8,Budget,Annual operating plan allocation
20230801,104027,BU02,613000,Software,77920.93,Budget,Annual operating plan allocation
20230801,104027,BU02,613050,Cloud,67581.16,Budget,Annual operating plan allocation
20230801,104027,BU02,612000,External Labor,96386.93,Budget,Annual operating plan allocation
20230801,104027,BU02,614000,Professional Services,37081.85,Budget,Annual operating plan allocation
20230801,104027,BU02,612070,Hardware,28938.73,Budget,Annual operating plan allocation
20230801,104027,BU02,615000,Telecom,15284.07,Budget,Annual operating plan allocation
20230801,104027,BU02,616000,Training,4257.8,Budget,Annual operating plan allocation
20230801,104027,BU02,617000,Travel,3261.22,Budget,Annual operating plan allocation
20230801,104028,BU03,611000,Internal Labor,211765.0,Budget,Annual operating plan allocation
20230801,104028,BU03,613000,Software,70238.75,Budget,Annual operating plan allocation
20230801,104028,BU03,613050,Cloud,60635.99,Budget,Annual operating plan allocation
20230801,104028,BU03,612000,External Labor,91337.63,Budget,Annual operating plan allocation
20230801,104028,BU03,614000,Professional Services,37662.32,Budget,Annual operating plan allocation
20230801,104028,BU03,612070,Hardware,26236.96,Budget,Annual operating plan allocation
20230801,104028,BU03,615000,Telecom,13883.36,Budget,Annual operating plan allocation
20230801,104028,BU03,616000,Training,3930.71,Budget,Annual operating plan allocation
20230801,104028,BU03,617000,Travel,2953.36,Budget,Annual operating plan allocation
20230801,104034,BU03,611000,Internal Labor,130183.37,Budget,Annual operating plan allocation
20230801,104034,BU03,613000,Software,39452.96,Budget,Annual operating plan allocation
20230801,104034,BU03,613050,Cloud,37049.78,Budget,Annual operating plan allocation
20230801,104034,BU03,612000,External Labor,54037.74,Budget,Annual operating plan allocation
20230801,104034,BU03,614000,Professional Services,22317.8,Budget,Annual operating plan allocation
20230801,104034,BU03,612070,Hardware,15266.25,Budget,Annual operating plan allocation
20230801,104034,BU03,615000,Telecom,7968.26,Budget,Annual operating plan allocation
20230801,104034,BU03,616000,Training,2241.82,Budget,Annual operating plan allocation
20230801,104034,BU03,617000,Travel,1649.66,Budget,Annual operating plan allocation
20230801,109003,BU04,611000,Internal Labor,177412.48,Budget,Annual operating plan allocation
20230801,109003,BU04,613000,Software,67524.32,Budget,Annual operating plan allocation
20230801,109003,BU04,613050,Cloud,55310.14,Budget,Annual operating plan allocation
20230801,109003,BU04,612000,External Labor,87697.17,Budget,Annual operating plan allocation
20230801,109003,BU04,614000,Professional Services,33532.78,Budget,Annual operating plan allocation
20230801,109003,BU04,612070,Hardware,21856.03,Budget,Annual operating plan allocation
20230801,109003,BU04,615000,Telecom,12506.69,Budget,Annual operating plan allocation
20230801,109003,BU04,616000,Training,3537.34,Budget,Annual operating plan allocation
20230801,109003,BU04,617000,Travel,2637.58,Budget,Annual operating plan allocation
20230801,109004,BU04,611000,Internal Labor,238282.32,Budget,Annual operating plan allocation
20230801,109004,BU04,613000,Software,75812.18,Budget,Annual operating plan allocation
20230801,109004,BU04,613050,Cloud,71335.61,Budget,Annual operating plan allocation
20230801,109004,BU04,612000,External Labor,109890.22,Budget,Annual operating plan allocation
20230801,109004,BU04,614000,Professional Services,37629.45,Budget,Annual operating plan allocation
20230801,109004,BU04,612070,Hardware,27792.86,Budget,Annual operating plan allocation
20230801,109004,BU04,615000,Telecom,13181.18,Budget,Annual operating plan allocation
20230801,109004,BU04,616000,Training,4256.91,Budget,Annual operating plan allocation
20230801,109004,BU04,617000,Travel,3219.44,Budget,Annual operating plan allocation
20230801,110101,BU05,611000,Internal Labor,185315.43,Budget,Annual operating plan allocation
20230801,110101,BU05,613000,Software,62574.99,Budget,Annual operating plan allocation
20230801,110101,BU05,613050,Cloud,61108.66,Budget,Annual operating plan allocation
20230801,110101,BU05,612000,External Labor,80045.39,Budget,Annual operating plan allocation
20230801,110101,BU05,614000,Professional Services,34827.13,Budget,Annual operating plan allocation
20230801,110101,BU05,612070,Hardware,21965.55,Budget,Annual operating plan allocation
20230801,110101,BU05,615000,Telecom,12811.41,Budget,Annual operating plan allocation
20230801,110101,BU05,616000,Training,3621.07,Budget,Annual operating plan allocation
20230801,110101,BU05,617000,Travel,2828.02,Budget,Annual operating plan allocation
20230801,110102,BU05,611000,Internal Labor,120998.75,Budget,Annual operating plan allocation
20230801,110102,BU05,613000,Software,43381.74,Budget,Annual operating plan allocation
20230801,110102,BU05,613050,Cloud,36824.34,Budget,Annual operating plan allocation
20230801,110102,BU05,612000,External Labor,57162.45,Budget,Annual operating plan allocation
20230801,110102,BU05,614000,Professional Services,20003.45,Budget,Annual operating plan allocation
20230801,110102,BU05,612070,Hardware,14082.2,Budget,Annual operating plan allocation
20230801,110102,BU05,615000,Telecom,8185.19,Budget,Annual operating plan allocation
20230801,110102,BU05,616000,Training,2443.08,Budget,Annual operating plan allocation
