transaction_id,date_key,transaction_date,cost_center_key,business_unit_key,gl_account_key,vendor_key,project_key,scenario,amount,notes
TXN0001619,20221001,2022-10-01,120201,BU06,616000,,,Actual,1756.54,Normal monthly spend
TXN0001620,20221001,2022-10-01,120201,BU06,617000,,,Actual,1307.65,Normal monthly spend
TXN0001621,20221101,2022-11-01,104001,BU03,611000,,,Actual,169666.62,Normal monthly spend
TXN0001622,20221101,2022-11-01,104001,BU03,613000,,,Actual,82609.74,Normal monthly spend
TXN0001623,20221101,2022-11-01,104001,BU03,613050,,,Actual,50248.17,Normal monthly spend
TXN0001624,20221101,2022-11-01,104001,BU03,612000,,,Actual,96332.2,Normal monthly spend
TXN0001625,20221101,2022-11-01,104001,BU03,614000,,,Actual,41758.15,Normal monthly spend
TXN0001626,20221101,2022-11-01,104001,BU03,612070,,,Actual,23889.07,Normal monthly spend
TXN0001627,20221101,2022-11-01,104001,BU03,615000,,,Actual,13410.98,Normal monthly spend
TXN0001628,20221101,2022-11-01,104001,BU03,616000,,,Actual,4723.12,Normal monthly spend
TXN0001629,20221101,2022-11-01,104001,BU03,617000,,,Actual,3117.54,Normal monthly spend
TXN0001630,20221101,2022-11-01,104002,BU03,611000,,,Actual,165224.45,Normal monthly spend
TXN0001631,20221101,2022-11-01,104002,BU03,613000,,,Actual,53463.73,Normal monthly spend
TXN0001632,20221101,2022-11-01,104002,BU03,613050,,,Actual,47715.21,Normal monthly spend
TXN0001633,20221101,2022-11-01,104002,BU03,612000,,,Actual,92252.29,Normal monthly spend
TXN0001634,20221101,2022-11-01,104002,BU03,614000,,,Actual,31547.69,Normal monthly spend
TXN0001635,20221101,2022-11-01,104002,BU03,612070,,,Actual,22907.66,Normal monthly spend
TXN0001636,20221101,2022-11-01,104002,BU03,615000,,,Actual,9934.08,Normal monthly spend
TXN0001637,20221101,2022-11-01,104002,BU03,616000,,,Actual,3122.84,Normal monthly spend
TXN0001638,20221101,2022-11-01,104002,BU03,617000,,,Actual,2709.64,Normal monthly spend
TXN0001639,20221101,2022-11-01,104003,BU03,611000,,,Actual,125915.38,Normal monthly spend
TXN0001640,20221101,2022-11-01,104003,BU03,613000,,,Actual,41398.43,Normal monthly spend
TXN0001641,20221101,2022-11-01,104003,BU03,613050,,,Actual,35898.21,Normal monthly spend
TXN0001642,20221101,2022-11-01,104003,BU03,612000,,,Actual,52264.54,Normal monthly spend
TXN0001643,20221101,2022-11-01,104003,BU03,614000,,,Actual,26235.15,Normal monthly spend
TXN0001644,20221101,2022-11-01,104003,BU03,612070,,,Actual,16408.4,Normal monthly spend
TXN0001645,20221101,2022-11-01,104003,BU03,615000,,,Actual,8699.51,Normal monthly spend
TXN0001646,20221101,2022-11-01,104003,BU03,616000,,,Actual,2550.2,Normal monthly spend
TXN0001647,20221101,2022-11-01,104003,BU03,617000,,,Actual,1745.45,Normal monthly spend
TXN0001648,20221101,2022-11-01,104005,BU03,611000,,,Actual,68753.66,Normal monthly spend
TXN0001649,20221101,2022-11-01,104005,BU03,613000,,,Actual,22934.67,Normal monthly spend
TXN0001650,20221101,2022-11-01,104005,BU03,613050,,,Actual,21489.05,Normal monthly spend
TXN0001651,20221101,2022-11-01,104005,BU03,612000,,,Actual,34010.97,Normal monthly spend
TXN0001652,20221101,2022-11-01,104005,BU03,614000,,,Actual,12590.13,Normal monthly spend
TXN0001653,20221101,2022-11-01,104005,BU03,612070,,,Actual,8045.54,Normal monthly spend
TXN0001654,20221101,2022-11-01,104005,BU03,615000,,,Actual,4772.44,Normal monthly spend
TXN0001655,20221101,2022-11-01,104005,BU03,616000,,,Actual,1480.42,Normal monthly spend
TXN0001656,20221101,2022-11-01,104005,BU03,617000,,,Actual,1146.27,Normal monthly spend
TXN0001657,20221101,2022-11-01,104017,BU02,611000,,,Actual,128608.12,Normal monthly spend
TXN0001658,20221101,2022-11-01,104017,BU02,613000,,,Actual,35192.02,Normal monthly spend
TXN0001659,20221101,2022-11-01,104017,BU02,613050,,,Actual,37117.31,Normal monthly spend
TXN0001660,20221101,2022-11-01,104017,BU02,612000,,,Actual,55603.95,Normal monthly spend
TXN0001661,20221101,2022-11-01,104017,BU02,614000,,,Actual,24635.59,Normal monthly spend
TXN0001662,20221101,2022-11-01,104017,BU02,612070,,,Actual,15460.2,Normal monthly spend
TXN0001663,20221101,2022-11-01,104017,BU02,615000,,,Actual,6702.36,Normal monthly spend
TXN0001664,20221101,2022-11-01,104017,BU02,616000,,,Actual,2468.56,Normal monthly spend
TXN0001665,20221101,2022-11-01,104017,BU02,617000,,,Actual,1821.33,Normal monthly spend
TXN0001666,20221101,2022-11-01,104018,BU06,611000,,,Actual,106052.04,Normal monthly spend
TXN0001667,20221101,2022-11-01,104018,BU06,613000,,,Actual,40691.75,Normal monthly spend
TXN0001668,20221101,2022-11-01,104018,BU06,613050,,,Actual,36361.53,Normal monthly spend
TXN0001669,20221101,2022-11-01,104018,BU06,612000,,,Actual,64703.45,Normal monthly spend
TXN0001670,20221101,2022-11-01,104018,BU06,614000,,,Actual,18934.04,Normal monthly spend
TXN0001671,20221101,2022-11-01,104018,BU06,612070,,,Actual,12684.9,Normal monthly spend
TXN0001672,20221101,2022-11-01,104018,BU06,615000,,,Actual,8106.26,Normal monthly spend
TXN0001673,20221101,2022-11-01,104018,BU06,616000,,,Actual,2201.68,Normal monthly spend
TXN0001674,20221101,2022-11-01,104018,BU06,617000,,,Actual,1816.36,Normal monthly spend
TXN0001675,20221101,2022-11-01,104019,BU03,611000,,,Actual,141287.41,Normal monthly spend
TXN0001676,20221101,2022-11-01,104019,BU03,613000,,,Actual,50319.17,Normal monthly spend
TXN0001677,20221101,2022-11-01,104019,BU03,613050,,,Actual,45931.29,Normal monthly spend
TXN0001678,20221101,2022-11-01,104019,BU03,612000,,,Actual,62393.14,Normal monthly spend
TXN0001679,20221101,2022-11-01,104019,BU03,614000,,,Actual,29750.4,Normal monthly spend
TXN0001680,20221101,2022-11-01,104019,BU03,612070,,,Actual,13777.78,Normal monthly spend
TXN0001681,20221101,2022-11-01,104019,BU03,615000,,,Actual,9980.88,Normal monthly spend
TXN0001682,20221101,2022-11-01,104019,BU03,616000,,,Actual,2330.73,Normal monthly spend
TXN0001683,20221101,2022-11-01,104019,BU03,617000,,,Actual,1702.35,Normal monthly spend
TXN0001684,20221101,2022-11-01,104022,BU03,611000,,,Actual,165265.82,Normal monthly spend
TXN0001685,20221101,2022-11-01,104022,BU03,613000,,,Actual,63529.69,Normal monthly spend
TXN0001686,20221101,2022-11-01,104022,BU03,613050,,,Actual,41277.4,Normal monthly spend
TXN0001687,20221101,2022-11-01,104022,BU03,612000,,,Actual,65027.15,Normal monthly spend
TXN0001688,20221101,2022-11-01,104022,BU03,614000,,,Actual,25613.89,Normal monthly spend
TXN0001689,20221101,2022-11-01,104022,BU03,612070,,,Actual,22989.19,Normal monthly spend
TXN0001690,20221101,2022-11-01,104022,BU03,615000,,,Actual,11310.23,Normal monthly spend
TXN0001691,20221101,2022-11-01,104022,BU03,616000,,,Actual,3731.76,Normal monthly spend
TXN0001692,20221101,2022-11-01,104022,BU03,617000,,,Actual,1961.36,Normal monthly spend
TXN0001693,20221101,2022-11-01,104023,BU02,611000,,,Actual,147307.99,Normal monthly spend
TXN0001694,20221101,2022-11-01,104023,BU02,613000,,,Actual,61703.8,Normal monthly spend
TXN0001695,20221101,2022-11-01,104023,BU02,613050,,,Actual,43372.72,Normal monthly spend
TXN0001696,20221101,2022-11-01,104023,BU02,612000,,,Actual,70193.49,Normal monthly spend
TXN0001697,20221101,2022-11-01,104023,BU02,614000,,,Actual,26023.47,Normal monthly spend
TXN0001698,20221101,2022-11-01,104023,BU02,612070,,,Actual,16522.3,Normal monthly spend
TXN0001699,20221101,2022-11-01,104023,BU02,615000,,,Actual,11509.86,Normal monthly spend
TXN0001700,20221101,2022-11-01,104023,BU02,616000,,,Actual,3165.39,Normal monthly spend
TXN0001701,20221101,2022-11-01,104023,BU02,617000,,,Actual,1991.81,Normal monthly spend
TXN0001702,20221101,2022-11-01,104026,BU01,611000,,,Actual,158663.9,Normal monthly spend
TXN0001703,20221101,2022-11-01,104026,BU01,613000,,,Actual,53202.49,Normal monthly spend
TXN0001704,20221101,2022-11-01,104026,BU01,613050,,,Actual,46194.03,Normal monthly spend
TXN0001705,20221101,2022-11-01,104026,BU01,612000,,,Actual,77033.99,Normal monthly spend
TXN0001706,20221101,2022-11-01,104026,BU01,614000,,,Actual,33891.61,Normal monthly spend
TXN0001707,20221101,2022-11-01,104026,BU01,612070,,,Actual,22214.33,Normal monthly spend
TXN0001708,20221101,2022-11-01,104026,BU01,615000,,,Actual,11166.69,Normal monthly spend
TXN0001709,20221101,2022-11-01,104026,BU01,616000,,,Actual,4155.23,Normal monthly spend
TXN0001710,20221101,2022-11-01,104026,BU01,617000,,,Actual,2598.73,Normal monthly spend
TXN0001711,20221101,2022-11-01,104027,BU02,611000,,,Actual,225937.18,Normal monthly spend
TXN0001712,20221101,2022-11-01,104027,BU02,613000,,,Actual,74489.68,Normal monthly spend
TXN0001713,20221101,2022-11-01,104027,BU02,613050,,,Actual,63142.54,Normal monthly spend
TXN0001714,20221101,2022-11-01,104027,BU02,612000,,,Actual,83933.01,Normal monthly spend
TXN0001715,20221101,2022-11-01,104027,BU02,614000,,,Actual,41513.86,Normal monthly spend
TXN0001716,20221101,2022-11-01,104027,BU02,612070,,,Actual,25415.97,Normal monthly spend
TXN0001717,20221101,2022-11-01,104027,BU02,615000,,,Actual,16371.76,Normal monthly spend
TXN0001718,20221101,2022-11-01,104027,BU02,616000,,,Actual,4538.59,Normal monthly spend
TXN0001719,20221101,2022-11-01,104027,BU02,617000,,,Actual,3134.5,Normal monthly spend
TXN0001720,20221101,2022-11-01,104028,BU03,611000,,,Actual,158709.24,Normal monthly spend
TXN0001721,20221101,2022-11-01,104028,BU03,613000,,,Actual,75533.31,Normal monthly spend
TXN0001722,20221101,2022-11-01,104028,BU03,613050,,,Actual,60670.42,Normal monthly spend
TXN0001723,20221101,2022-11-01,104028,BU03,612000,,,Actual,87477.68,Normal monthly spend
TXN0001724,20221101,2022-11-01,104028,BU03,614000,,,Actual,34599.36,Normal monthly spend
TXN0001725,20221101,2022-11-01,104028,BU03,612070,,,Actual,22413.77,Normal monthly spend
TXN0001726,20221101,2022-11-01,104028,BU03,615000,,,Actual,14869.7,Normal monthly spend
TXN0001727,20221101,2022-11-01,104028,BU03,616000,,,Actual,3612.14,Normal monthly spend
TXN0001728,20221101,2022-11-01,104028,BU03,617000,,,Actual,2909.28,Normal monthly spend
TXN0001729,20221101,2022-11-01,104034,BU03,611000,,,Actual,120856.94,Normal monthly spend
TXN0001730,20221101,2022-11-01,104034,BU03,613000,,,Actual,36286.41,Normal monthly spend
TXN0001731,20221101,2022-11-01,104034,BU03,613050,,,Actual,29529.6,Normal monthly spend
TXN0001732,20221101,2022-11-01,104034,BU03,612000,,,Actual,44338.86,Normal monthly spend
TXN0001733,20221101,2022-11-01,104034,BU03,614000,,,Actual,17767.43,Normal monthly spend
TXN0001734,20221101,2022-11-01,104034,BU03,612070,,,Actual,13621.97,Normal monthly spend
TXN0001735,20221101,2022-11-01,104034,BU03,615000,,,Actual,7132.79,Normal monthly spend
TXN0001736,20221101,2022-11-01,104034,BU03,616000,,,Actual,2176.08,Normal monthly spend
TXN0001737,20221101,2022-11-01,104034,BU03,617000,,,Actual,1681.64,Normal monthly spend
TXN0001738,20221101,2022-11-01,109003,BU04,611000,,,Actual,174744.28,Normal monthly spend
TXN0001739,20221101,2022-11-01,109003,BU04,613000,,,Actual,54995.85,Normal monthly spend
TXN0001740,20221101,2022-11-01,109003,BU04,613050,,,Actual,42628.12,Normal monthly spend
TXN0001741,20221101,2022-11-01,109003,BU04,612000,,,Actual,95012.42,Normal monthly spend
TXN0001742,20221101,2022-11-01,109003,BU04,614000,,,Actual,36003.13,Normal monthly spend
TXN0001743,20221101,2022-11-01,109003,BU04,612070,,,Actual,17531.98,Normal monthly spend
TXN0001744,20221101,2022-11-01,109003,BU04,615000,,,Actual,12210.68,Normal monthly spend
TXN0001745,20221101,2022-11-01,109003,BU04,616000,,,Actual,3388.35,Normal monthly spend
TXN0001746,20221101,2022-11-01,109003,BU04,617000,,,Actual,2938.42,Normal monthly spend
TXN0001747,20221101,2022-11-01,109004,BU04,611000,,,Actual,225455.2,Normal monthly spend
TXN0001748,20221101,2022-11-01,109004,BU04,613000,,,Actual,73736.42,Normal monthly spend
TXN0001749,20221101,2022-11-01,109004,BU04,613050,,,Actual,56607.3,Normal monthly spend
TXN0001750,20221101,2022-11-01,109004,BU04,612000,,,Actual,87760.53,Normal monthly spend
TXN0001751,20221101,2022-11-01,109004,BU04,614000,,,Actual,30701.91,Normal monthly spend
TXN0001752,20221101,2022-11-01,109004,BU04,612070,,,Actual,21093.8,Normal monthly spend
TXN0001753,20221101,2022-11-01,109004,BU04,615000,,,Actual,10648.11,Normal monthly spend
TXN0001754,20221101,2022-11-01,109004,BU04,616000,,,Actual,3476.87,Normal monthly spend
TXN0001755,20221101,2022-11-01,109004,BU04,617000,,,Actual,2729.29,Normal monthly spend
TXN0001756,20221101,2022-11-01,110101,BU05,611000,,,Actual,183844.58,Normal monthly spend
TXN0001757,20221101,2022-11-01,110101,BU05,613000,,,Actual,70286.45,Normal monthly spend
TXN0001758,20221101,2022-11-01,110101,BU05,613050,,,Actual,52888.56,Normal monthly spend
TXN0001759,20221101,2022-11-01,110101,BU05,612000,,,Actual,90089.99,Normal monthly spend
TXN0001760,20221101,2022-11-01,110101,BU05,614000,,,Actual,35951.91,Normal monthly spend
TXN0001761,20221101,2022-11-01,110101,BU05,612070,,,Actual,23544.58,Normal monthly spend
TXN0001762,20221101,2022-11-01,110101,BU05,615000,,,Actual,12796.8,Normal monthly spend
TXN0001763,20221101,2022-11-01,110101,BU05,616000,,,Actual,3455.01,Normal monthly spend
TXN0001764,20221101,2022-11-01,110101,BU05,617000,,,Actual,3074.99,Normal monthly spend
TXN0001765,20221101,2022-11-01,110102,BU05,611000,,,Actual,130635.82,Normal monthly spend
TXN0001766,20221101,2022-11-01,110102,BU05,613000,,,Actual,33807.9,Normal monthly spend
TXN0001767,20221101,2022-11-01,110102,BU05,613050,,,Actual,34218.43,Normal monthly spend
TXN0001768,20221101,2022-11-01,110102,BU05,612000,,,Actual,41175.78,Normal monthly spend
TXN0001769,20221101,2022-11-01,110102,BU05,614000,,,Actual,18789.4,Normal monthly spend
TXN0001770,20221101,2022-11-01,110102,BU05,612070,,,Actual,16054.33,Normal monthly spend
TXN0001771,20221101,2022-11-01,110102,BU05,615000,,,Actual,7213.99,Normal monthly spend
TXN0001772,20221101,2022-11-01,110102,BU05,616000,,,Actual,2205.13,Normal monthly spend
TXN0001773,20221101,2022-11-01,110102,BU05,617000,,,Actual,1776.56,Normal monthly spend
TXN0001774,20221101,2022-11-01,120201,BU06,611000,,,Actual,77869.63,Normal monthly spend
TXN0001775,20221101,2022-11-01,120201,BU06,613000,,,Actual,28167.47,Normal monthly spend
TXN0001776,20221101,2022-11-01,120201,BU06,613050,,,Actual,22552.43,Normal monthly spend
TXN0001777,20221101,2022-11-01,120201,BU06,612000,,,Actual,43090.09,Normal monthly spend
TXN0001778,20221101,2022-11-01,120201,BU06,614000,,,Actual,14744.36,Normal monthly spend
TXN0001779,20221101,2022-11-01,120201,BU06,612070,,,Actual,11472.17,Normal monthly spend
TXN0001780,20221101,2022-11-01,120201,BU06,615000,,,Actual,5706.71,Normal monthly spend
TXN0001781,20221101,2022-11-01,120201,BU06,616000,,,Actual,1668.67,Normal monthly spend
TXN0001782,20221101,2022-11-01,120201,BU06,617000,,,Actual,969.52,Normal monthly spend
TXN0001783,20221201,2022-12-01,104001,BU03,611000,,,Actual,216608.52,Normal monthly spend
TXN0001784,20221201,2022-12-01,104001,BU03,613000,,,Actual,82946.61,Normal monthly spend
TXN0001785,20221201,2022-12-01,104001,BU03,613050,,,Actual,60294.14,Normal monthly spend
TXN0001786,20221201,2022-12-01,104001,BU03,612000,,,Actual,91400.2,Normal monthly spend
TXN0001787,20221201,2022-12-01,104001,BU03,614000,,,Actual,45675.3,Quarter-end invoice timing spike
TXN0001788,20221201,2022-12-01,104001,BU03,612070,,,Actual,21605.93,Normal monthly spend
TXN0001789,20221201,2022-12-01,104001,BU03,615000,,,Actual,13332.0,Normal monthly spend
TXN0001790,20221201,2022-12-01,104001,BU03,616000,,,Actual,4728.44,Normal monthly spend
TXN0001791,20221201,2022-12-01,104001,BU03,617000,,,Actual,2617.46,Normal monthly spend
TXN0001792,20221201,2022-12-01,104002,BU03,611000,,,Actual,154832.65,Normal monthly spend
TXN0001793,20221201,2022-12-01,104002,BU03,613000,,,Actual,66143.37,Normal monthly spend
TXN0001794,20221201,2022-12-01,104002,BU03,613050,,,Actual,57639.42,Normal monthly spend
TXN0001795,20221201,2022-12-01,104002,BU03,612000,,,Actual,79733.31,Normal monthly spend
TXN0001796,20221201,2022-12-01,104002,BU03,614000,,,Actual,38813.08,Quarter-end invoice timing spike
TXN0001797,20221201,2022-12-01,104002,BU03,612070,,,Actual,24657.01,Normal monthly spend
TXN0001798,20221201,2022-12-01,104002,BU03,615000,,,Actual,12654.56,Normal monthly spend
TXN0001799,20221201,2022-12-01,104002,BU03,616000,,,Actual,3457.87,Normal monthly spend
TXN0001800,20221201,2022-12-01,104002,BU03,617000,,,Actual,3044.65,Normal monthly spend
TXN0001801,20221201,2022-12-01,104003,BU03,611000,,,Actual,143138.97,Normal monthly spend
TXN0001802,20221201,2022-12-01,104003,BU03,613000,,,Actual,35018.61,Normal monthly spend
TXN0001803,20221201,2022-12-01,104003,BU03,613050,,,Actual,32439.53,Normal monthly spend
TXN0001804,20221201,2022-12-01,104003,BU03,612000,,,Actual,69751.5,Normal monthly spend
TXN0001805,20221201,2022-12-01,104003,BU03,614000,,,Actual,31374.59,Quarter-end invoice timing spike
TXN0001806,20221201,2022-12-01,104003,BU03,612070,,,Actual,19421.33,Normal monthly spend
TXN0001807,20221201,2022-12-01,104003,BU03,615000,,,Actual,8615.62,Normal monthly spend
TXN0001808,20221201,2022-12-01,104003,BU03,616000,,,Actual,2399.95,Normal monthly spend
TXN0001809,20221201,2022-12-01,104003,BU03,617000,,,Actual,1944.76,Normal monthly spend
TXN0001810,20221201,2022-12-01,104005,BU03,611000,,,Actual,65722.74,Normal monthly spend
TXN0001811,20221201,2022-12-01,104005,BU03,613000,,,Actual,27615.86,Normal monthly spend
TXN0001812,20221201,2022-12-01,104005,BU03,613050,,,Actual,22571.29,Normal monthly spend
TXN0001813,20221201,2022-12-01,104005,BU03,612000,,,Actual,40023.31,Normal monthly spend
TXN0001814,20221201,2022-12-01,104005,BU03,614000,,,Actual,20787.91,Quarter-end invoice timing spike
TXN0001815,20221201,2022-12-01,104005,BU03,612070,,,Actual,10308.8,Normal monthly spend
TXN0001816,20221201,2022-12-01,104005,BU03,615000,,,Actual,4795.29,Normal monthly spend
TXN0001817,20221201,2022-12-01,104005,BU03,616000,,,Actual,1543.46,Normal monthly spend
TXN0001818,20221201,2022-12-01,104005,BU03,617000,,,Actual,1026.62,Normal monthly spend
TXN0001819,20221201,2022-12-01,104017,BU02,611000,,,Actual,98776.32,Normal monthly spend
TXN0001820,20221201,2022-12-01,104017,BU02,613000,,,Actual,40375.67,Normal monthly spend
TXN0001821,20221201,2022-12-01,104017,BU02,613050,,,Actual,26721.42,Normal monthly spend
TXN0001822,20221201,2022-12-01,104017,BU02,612000,,,Actual,52614.88,Normal monthly spend
TXN0001823,20221201,2022-12-01,104017,BU02,614000,,,Actual,29935.21,Quarter-end invoice timing spike
TXN0001824,20221201,2022-12-01,104017,BU02,612070,,,Actual,14504.37,Normal monthly spend
TXN0001825,20221201,2022-12-01,104017,BU02,615000,,,Actual,7079.96,Normal monthly spend
TXN0001826,20221201,2022-12-01,104017,BU02,616000,,,Actual,2724.64,Normal monthly spend
TXN0001827,20221201,2022-12-01,104017,BU02,617000,,,Actual,1796.29,Normal monthly spend
TXN0001828,20221201,2022-12-01,104018,BU06,611000,,,Actual,111675.14,Normal monthly spend
TXN0001829,20221201,2022-12-01,104018,BU06,613000,,,Actual,36751.43,Normal monthly spend
TXN0001830,20221201,2022-12-01,104018,BU06,613050,,,Actual,28105.96,Normal monthly spend
TXN0001831,20221201,2022-12-01,104018,BU06,612000,,,Actual,63749.68,Normal monthly spend
TXN0001832,20221201,2022-12-01,104018,BU06,614000,,,Actual,25997.22,Quarter-end invoice timing spike
TXN0001833,20221201,2022-12-01,104018,BU06,612070,,,Actual,14398.1,Normal monthly spend
TXN0001834,20221201,2022-12-01,104018,BU06,615000,,,Actual,7552.93,Normal monthly spend
TXN0001835,20221201,2022-12-01,104018,BU06,616000,,,Actual,2208.58,Normal monthly spend
TXN0001836,20221201,2022-12-01,104018,BU06,617000,,,Actual,1647.1,Normal monthly spend
TXN0001837,20221201,2022-12-01,104019,BU03,611000,,,Actual,144059.41,Normal monthly spend
TXN0001838,20221201,2022-12-01,104019,BU03,613000,,,Actual,54017.27,Normal monthly spend
TXN0001839,20221201,2022-12-01,104019,BU03,613050,,,Actual,40933.94,Normal monthly spend
TXN0001840,20221201,2022-12-01,104019,BU03,612000,,,Actual,70421.93,Normal monthly spend
TXN0001841,20221201,2022-12-01,104019,BU03,614000,,,Actual,35251.35,Quarter-end invoice timing spike
TXN0001842,20221201,2022-12-01,104019,BU03,612070,,,Actual,18113.61,Normal monthly spend
TXN0001843,20221201,2022-12-01,104019,BU03,615000,,,Actual,8727.15,Normal monthly spend
TXN0001844,20221201,2022-12-01,104019,BU03,616000,,,Actual,3018.07,Normal monthly spend
TXN0001845,20221201,2022-12-01,104019,BU03,617000,,,Actual,2229.9,Normal monthly spend
TXN0001846,20221201,2022-12-01,104022,BU03,611000,,,Actual,150048.98,Normal monthly spend
TXN0001847,20221201,2022-12-01,104022,BU03,613000,,,Actual,51106.43,Normal monthly spend
TXN0001848,20221201,2022-12-01,104022,BU03,613050,,,Actual,55341.83,Normal monthly spend
TXN0001849,20221201,2022-12-01,104022,BU03,612000,,,Actual,66269.26,Normal monthly spend
TXN0001850,20221201,2022-12-01,104022,BU03,614000,,,Actual,39196.39,Quarter-end invoice timing spike
TXN0001851,20221201,2022-12-01,104022,BU03,612070,,,Actual,19061.5,Normal monthly spend
TXN0001852,20221201,2022-12-01,104022,BU03,615000,,,Actual,9810.92,Normal monthly spend
TXN0001853,20221201,2022-12-01,104022,BU03,616000,,,Actual,3124.36,Normal monthly spend
TXN0001854,20221201,2022-12-01,104022,BU03,617000,,,Actual,1870.39,Normal monthly spend
TXN0001855,20221201,2022-12-01,104023,BU02,611000,,,Actual,176062.73,Normal monthly spend
TXN0001856,20221201,2022-12-01,104023,BU02,613000,,,Actual,54032.07,Normal monthly spend
TXN0001857,20221201,2022-12-01,104023,BU02,613050,,,Actual,50180.28,Normal monthly spend
TXN0001858,20221201,2022-12-01,104023,BU02,612000,,,Actual,78335.04,Normal monthly spend
TXN0001859,20221201,2022-12-01,104023,BU02,614000,,,Actual,40602.03,Quarter-end invoice timing spike
TXN0001860,20221201,2022-12-01,104023,BU02,612070,,,Actual,23863.43,Normal monthly spend
TXN0001861,20221201,2022-12-01,104023,BU02,615000,,,Actual,10760.06,Normal monthly spend
TXN0001862,20221201,2022-12-01,104023,BU02,616000,,,Actual,3215.35,Normal monthly spend
TXN0001863,20221201,2022-12-01,104023,BU02,617000,,,Actual,2139.78,Normal monthly spend
TXN0001864,20221201,2022-12-01,104026,BU01,611000,,,Actual,181278.99,Normal monthly spend
TXN0001865,20221201,2022-12-01,104026,BU01,613000,,,Actual,73161.39,Normal monthly spend
TXN0001866,20221201,2022-12-01,104026,BU01,613050,,,Actual,44518.61,Normal monthly spend
TXN0001867,20221201,2022-12-01,104026,BU01,612000,,,Actual,79300.33,Normal monthly spend
TXN0001868,20221201,2022-12-01,104026,BU01,614000,,,Actual,53477.5,Quarter-end invoice timing spike
TXN0001869,20221201,2022-12-01,104026,BU01,612070,,,Actual,22892.75,Normal monthly spend
TXN0001870,20221201,2022-12-01,104026,BU01,615000,,,Actual,13415.26,Normal monthly spend
TXN0001871,20221201,2022-12-01,104026,BU01,616000,,,Actual,3498.7,Normal monthly spend
TXN0001872,20221201,2022-12-01,104026,BU01,617000,,,Actual,2119.03,Normal monthly spend
TXN0001873,20221201,2022-12-01,104027,BU02,611000,,,Actual,209429.95,Normal monthly spend
TXN0001874,20221201,2022-12-01,104027,BU02,613000,,,Actual,74452.12,Normal monthly spend
TXN0001875,20221201,2022-12-01,104027,BU02,613050,,,Actual,59716.14,Normal monthly spend
TXN0001876,20221201,2022-12-01,104027,BU02,612000,,,Actual,106368.27,Normal monthly spend
TXN0001877,20221201,2022-12-01,104027,BU02,614000,,,Actual,62665.74,Quarter-end invoice timing spike
TXN0001878,20221201,2022-12-01,104027,BU02,612070,,,Actual,21916.85,Normal monthly spend
TXN0001879,20221201,2022-12-01,104027,BU02,615000,,,Actual,15124.95,Normal monthly spend
TXN0001880,20221201,2022-12-01,104027,BU02,616000,,,Actual,4775.46,Normal monthly spend
TXN0001881,20221201,2022-12-01,104027,BU02,617000,,,Actual,3591.11,Normal monthly spend
TXN0001882,20221201,2022-12-01,104028,BU03,611000,,,Actual,192644.19,Normal monthly spend
TXN0001883,20221201,2022-12-01,104028,BU03,613000,,,Actual,75215.77,Normal monthly spend
TXN0001884,20221201,2022-12-01,104028,BU03,613050,,,Actual,50731.44,Normal monthly spend
TXN0001885,20221201,2022-12-01,104028,BU03,612000,,,Actual,77300.7,Normal monthly spend
TXN0001886,20221201,2022-12-01,104028,BU03,614000,,,Actual,54695.25,Quarter-end invoice timing spike
TXN0001887,20221201,2022-12-01,104028,BU03,612070,,,Actual,18550.0,Normal monthly spend
TXN0001888,20221201,2022-12-01,104028,BU03,615000,,,Actual,12584.75,Normal monthly spend
TXN0001889,20221201,2022-12-01,104028,BU03,616000,,,Actual,4579.85,Normal monthly spend
TXN0001890,20221201,2022-12-01,104028,BU03,617000,,,Actual,2927.61,Normal monthly spend
TXN0001891,20221201,2022-12-01,104034,BU03,611000,,,Actual,121307.17,Normal monthly spend
TXN0001892,20221201,2022-12-01,104034,BU03,613000,,,Actual,35703.0,Normal monthly spend
TXN0001893,20221201,2022-12-01,104034,BU03,613050,,,Actual,35307.57,Normal monthly spend
TXN0001894,20221201,2022-12-01,104034,BU03,612000,,,Actual,51941.47,Normal monthly spend
TXN0001895,20221201,2022-12-01,104034,BU03,614000,,,Actual,26710.78,Quarter-end invoice timing spike
TXN0001896,20221201,2022-12-01,104034,BU03,612070,,,Actual,13813.05,Normal monthly spend
TXN0001897,20221201,2022-12-01,104034,BU03,615000,,,Actual,7341.83,Normal monthly spend
TXN0001898,20221201,2022-12-01,104034,BU03,616000,,,Actual,2288.19,Normal monthly spend
TXN0001899,20221201,2022-12-01,104034,BU03,617000,,,Actual,1437.65,Normal monthly spend
TXN0001900,20221201,2022-12-01,109003,BU04,611000,,,Actual,202442.48,Normal monthly spend
TXN0001901,20221201,2022-12-01,109003,BU04,613000,,,Actual,64270.41,Normal monthly spend
TXN0001902,20221201,2022-12-01,109003,BU04,613050,,,Actual,45070.12,Normal monthly spend
TXN0001903,20221201,2022-12-01,109003,BU04,612000,,,Actual,86698.45,Normal monthly spend
TXN0001904,20221201,2022-12-01,109003,BU04,614000,,,Actual,35800.76,Quarter-end invoice timing spike
TXN0001905,20221201,2022-12-01,109003,BU04,612070,,,Actual,19278.09,Normal monthly spend
TXN0001906,20221201,2022-12-01,109003,BU04,615000,,,Actual,11802.31,Normal monthly spend
TXN0001907,20221201,2022-12-01,109003,BU04,616000,,,Actual,3764.14,Normal monthly spend
