date_key,cost_center_key,business_unit_key,vendor_key,resource_name,role,hourly_rate,hours,amount,project_key,contract_end_date,risk_level
20221101,109003,BU04,VEN009,Contractor 827,Developer,165,160,26400,PRJ004,2022-12-28,Low
20221101,109003,BU04,VEN008,Contractor 876,Cloud Engineer,95,148,14060,PRJ002,2022-12-28,Medium
20221101,110101,BU05,VEN006,Contractor 741,Architect,145,137,19865,PRJ010,2022-12-28,Medium
20221101,110101,BU05,VEN008,Contractor 860,RTE,145,101,14645,PRJ006,2022-12-28,Low
20221101,110101,BU05,VEN009,Contractor 593,RTE,95,159,15105,PRJ006,2022-12-28,Low
20221101,110101,BU05,VEN009,Contractor 275,QA Analyst,95,174,16530,PRJ009,2022-12-15,Low
20221101,110102,BU05,VEN009,Contractor 635,QA Analyst,85,149,12665,PRJ005,2022-12-28,Medium
20221101,110102,BU05,VEN006,Contractor 858,Cloud Engineer,165,151,24915,PRJ006,2022-12-28,High
20221101,110102,BU05,VEN007,Contractor 591,QA Analyst,110,137,15070,PRJ001,2022-12-28,High
20221101,110102,BU05,VEN008,Contractor 423,Cloud Engineer,110,123,13530,PRJ006,2022-12-28,Medium
20221201,104001,BU03,VEN007,Contractor 353,Scrum Master,85,143,12155,PRJ009,2022-12-28,Medium
20221201,104001,BU03,VEN009,Contractor 228,Cloud Engineer,125,158,19750,PRJ006,2022-12-15,Low
20221201,104017,BU02,VEN009,Contractor 732,Developer,145,151,21895,PRJ003,2022-12-15,Medium
20221201,104017,BU02,VEN009,Contractor 501,Architect,110,100,11000,PRJ003,2022-12-15,Medium
20221201,104017,BU02,VEN006,Contractor 833,Developer,165,100,16500,PRJ007,2022-12-28,Medium
20221201,104017,BU02,VEN009,Contractor 253,Architect,110,101,11110,PRJ007,2022-12-15,Medium
20221201,104018,BU06,VEN007,Contractor 833,QA Analyst,110,89,9790,PRJ009,2022-12-15,Low
20221201,104018,BU06,VEN006,Contractor 850,QA Analyst,110,128,14080,PRJ007,2022-12-15,Low
20221201,104018,BU06,VEN007,Contractor 346,Developer,110,151,16610,PRJ004,2022-12-15,Low
20221201,104019,BU03,VEN014,Contractor 726,Developer,145,97,14065,PRJ007,2022-12-15,High
20221201,104019,BU03,VEN014,Contractor 139,Scrum Master,145,122,17690,PRJ010,2022-12-28,High
20221201,104019,BU03,VEN006,Contractor 776,QA Analyst,110,99,10890,PRJ004,2022-12-15,Low
20221201,104019,BU03,VEN008,Contractor 637,Cloud Engineer,110,87,9570,PRJ009,2022-12-28,Medium
20221201,104022,BU03,VEN014,Contractor 972,Scrum Master,145,83,12035,PRJ010,2022-12-15,Medium
20221201,104022,BU03,VEN009,Contractor 711,RTE,95,98,9310,PRJ004,2022-12-15,Medium
20221201,104022,BU03,VEN006,Contractor 567,Cloud Engineer,110,147,16170,PRJ010,2022-12-28,High
20221201,104022,BU03,VEN006,Contractor 613,QA Analyst,165,164,27060,PRJ006,2022-12-15,Low
20221201,104023,BU02,VEN014,Contractor 513,QA Analyst,145,131,18995,PRJ010,2022-12-28,Medium
20221201,104023,BU02,VEN009,Contractor 631,Architect,125,168,21000,PRJ010,2022-12-28,High
20221201,104023,BU02,VEN008,Contractor 944,RTE,145,101,14645,PRJ007,2022-12-15,High
20221201,104023,BU02,VEN006,Contractor 506,Architect,145,122,17690,PRJ009,2022-12-15,Medium
20221201,104026,BU01,VEN008,Contractor 942,Cloud Engineer,145,113,16385,PRJ010,2022-12-28,Low
20221201,104027,BU02,VEN008,Contractor 678,Scrum Master,95,150,14250,PRJ005,2022-12-28,Medium
20221201,104034,BU03,VEN009,Contractor 746,Cloud Engineer,165,84,13860,PRJ005,2022-12-28,High
20221201,104034,BU03,VEN006,Contractor 871,Scrum Master,110,87,9570,PRJ003,2022-12-28,Medium
20221201,104034,BU03,VEN014,Contractor 713,Cloud Engineer,145,106,15370,PRJ003,2022-12-28,Medium
20221201,109003,BU04,VEN014,Contractor 982,QA Analyst,165,126,20790,PRJ006,2022-12-15,High
20221201,109003,BU04,VEN007,Contractor 907,Architect,95,173,16435,PRJ007,2022-12-28,High
20221201,110101,BU05,VEN006,Contractor 900,Developer,125,156,19500,PRJ005,2022-12-15,High
20221201,110101,BU05,VEN007,Contractor 762,Architect,165,140,23100,PRJ008,2022-12-28,Low
20221201,110102,BU05,VEN009,Contractor 278,Developer,145,156,22620,PRJ001,2022-12-15,High
20221201,110102,BU05,VEN014,Contractor 152,Architect,125,80,10000,PRJ005,2022-12-15,Medium
20221201,110102,BU05,VEN008,Contractor 888,Scrum Master,125,145,18125,PRJ003,2022-12-15,Medium
20221201,120201,BU06,VEN007,Contractor 953,QA Analyst,165,95,15675,PRJ010,2022-12-28,Medium
20221201,120201,BU06,VEN014,Contractor 653,Scrum Master,125,126,15750,PRJ008,2022-12-15,Low
20221201,120201,BU06,VEN014,Contractor 267,Developer,125,108,13500,PRJ007,2022-12-28,Medium
20230101,104002,BU03,VEN009,Contractor 319,QA Analyst,125,136,17000,PRJ002,2023-07-28,Low
20230101,104002,BU03,VEN007,Contractor 348,Architect,165,176,29040,PRJ002,2023-09-28,Low
20230101,104003,BU03,VEN014,Contractor 113,QA Analyst,85,112,9520,PRJ002,2023-05-15,Medium
20230101,104003,BU03,VEN008,Contractor 783,Scrum Master,85,119,10115,PRJ008,2023-05-15,High
20230101,104003,BU03,VEN009,Contractor 222,Developer,95,102,9690,PRJ002,2023-03-15,Medium
20230101,104017,BU02,VEN009,Contractor 490,RTE,145,160,23200,PRJ010,2023-09-28,Medium
20230101,104017,BU02,VEN014,Contractor 416,Architect,165,134,22110,PRJ002,2023-09-15,High
20230101,104017,BU02,VEN008,Contractor 928,Developer,95,175,16625,PRJ007,2023-05-28,High
20230101,104018,BU06,VEN008,Contractor 463,Developer,110,84,9240,PRJ010,2023-07-28,High
20230101,104018,BU06,VEN006,Contractor 490,Developer,125,80,10000,PRJ002,2023-05-28,High
20230101,104019,BU03,VEN014,Contractor 876,Scrum Master,110,118,12980,PRJ003,2023-07-28,High
20230101,104019,BU03,VEN007,Contractor 640,RTE,95,172,16340,PRJ008,2023-05-15,Low
20230101,104023,BU02,VEN007,Contractor 571,RTE,85,136,11560,PRJ004,2023-06-28,Low
20230101,104026,BU01,VEN009,Contractor 463,Scrum Master,85,130,11050,PRJ003,2023-04-28,High
20230101,104026,BU01,VEN006,Contractor 285,Developer,165,94,15510,PRJ008,2023-04-15,High
20230101,104026,BU01,VEN006,Contractor 629,Scrum Master,85,126,10710,PRJ005,2023-06-15,Low
20230101,104026,BU01,VEN008,Contractor 256,Developer,85,137,11645,PRJ007,2023-08-28,Medium
20230101,104028,BU03,VEN008,Contractor 365,Developer,95,103,9785,PRJ006,2023-06-28,Medium
20230101,104028,BU03,VEN007,Contractor 114,Scrum Master,110,128,14080,PRJ004,2023-04-15,High
20230101,104028,BU03,VEN007,Contractor 350,RTE,145,109,15805,PRJ003,2023-05-28,High
20230101,104028,BU03,VEN007,Contractor 655,Scrum Master,95,153,14535,PRJ005,2023-09-28,Medium
20230101,109003,BU04,VEN009,Contractor 997,RTE,165,172,28380,PRJ006,2023-03-28,Medium
20230101,109003,BU04,VEN009,Contractor 213,RTE,110,116,12760,PRJ005,2023-04-28,Low
20230101,110101,BU05,VEN006,Contractor 959,Cloud Engineer,110,167,18370,PRJ008,2023-09-28,High
20230101,110101,BU05,VEN007,Contractor 551,Architect,125,106,13250,PRJ003,2023-04-15,High
20230101,110101,BU05,VEN007,Contractor 647,Architect,165,81,13365,PRJ001,2023-09-28,Low
20230201,104003,BU03,VEN007,Contractor 998,Developer,145,92,13340,PRJ002,2023-06-15,Low
20230201,104003,BU03,VEN008,Contractor 791,Architect,110,174,19140,PRJ003,2023-07-28,Medium
20230201,104005,BU03,VEN014,Contractor 109,RTE,125,145,18125,PRJ003,2023-10-15,Low
20230201,104018,BU06,VEN006,Contractor 294,Cloud Engineer,110,81,8910,PRJ008,2023-06-15,Low
20230201,104018,BU06,VEN014,Contractor 950,Architect,85,134,11390,PRJ009,2023-07-15,Low
20230201,104018,BU06,VEN008,Contractor 576,Cloud Engineer,85,122,10370,PRJ009,2023-10-28,High
20230201,104019,BU03,VEN008,Contractor 195,QA Analyst,95,176,16720,PRJ008,2023-05-28,Medium
20230201,104022,BU03,VEN006,Contractor 686,RTE,165,160,26400,PRJ003,2023-05-28,Low
20230201,104022,BU03,VEN009,Contractor 786,QA Analyst,85,121,10285,PRJ008,2023-08-28,Low
20230201,104023,BU02,VEN014,Contractor 313,Cloud Engineer,165,112,18480,PRJ008,2023-06-15,Low
20230201,104023,BU02,VEN006,Contractor 572,Developer,110,91,10010,PRJ001,2023-07-28,Low
20230201,104023,BU02,VEN008,Contractor 263,Architect,110,110,12100,PRJ009,2023-05-28,Low
20230201,104023,BU02,VEN009,Contractor 186,Developer,165,92,15180,PRJ004,2023-07-15,High
20230201,104026,BU01,VEN008,Contractor 965,RTE,110,135,14850,PRJ002,2023-09-28,Medium
20230201,104026,BU01,VEN008,Contractor 395,Architect,145,93,13485,PRJ006,2023-04-15,Medium
20230201,104026,BU01,VEN014,Contractor 150,Cloud Engineer,165,114,18810,PRJ002,2023-06-15,Medium
20230201,104026,BU01,VEN007,Contractor 714,Developer,145,139,20155,PRJ006,2023-08-15,High
20230201,104034,BU03,VEN007,Contractor 134,RTE,145,116,16820,PRJ004,2023-04-15,Medium
20230201,104034,BU03,VEN009,Contractor 332,Scrum Master,165,100,16500,PRJ004,2023-08-15,Low
20230201,104034,BU03,VEN008,Contractor 175,Architect,95,95,9025,PRJ005,2023-05-28,Low
20230201,109003,BU04,VEN007,Contractor 619,Scrum Master,110,113,12430,PRJ002,2023-05-15,High
20230201,109003,BU04,VEN006,Contractor 799,RTE,95,173,16435,PRJ009,2023-09-15,High
20230201,109003,BU04,VEN009,Contractor 797,Cloud Engineer,125,118,14750,PRJ003,2023-06-15,Low
20230201,109004,BU04,VEN009,Contractor 366,Architect,110,173,19030,PRJ006,2023-06-15,High
20230201,110101,BU05,VEN006,Contractor 429,Cloud Engineer,145,110,15950,PRJ003,2023-05-28,Low
20230201,120201,BU06,VEN014,Contractor 834,Architect,110,110,12100,PRJ003,2023-10-15,Medium
20230201,120201,BU06,VEN007,Contractor 203,QA Analyst,145,107,15515,PRJ008,2023-09-15,Medium
20230201,120201,BU06,VEN009,Contractor 258,Scrum Master,165,113,18645,PRJ010,2023-06-15,Low
20230201,120201,BU06,VEN008,Contractor 251,Cloud Engineer,85,113,9605,PRJ002,2023-04-15,Low
20230301,104001,BU03,VEN007,Contractor 487,RTE,145,160,23200,PRJ003,2023-09-15,High
20230301,104002,BU03,VEN009,Contractor 465,Architect,145,112,16240,PRJ010,2023-07-15,Medium
20230301,104002,BU03,VEN007,Contractor 286,RTE,110,134,14740,PRJ005,2023-07-15,Low
20230301,104002,BU03,VEN006,Contractor 802,Architect,145,107,15515,PRJ006,2023-07-28,Medium
20230301,104002,BU03,VEN009,Contractor 150,Architect,165,83,13695,PRJ010,2023-08-28,High
20230301,104005,BU03,VEN009,Contractor 623,Cloud Engineer,95,91,8645,PRJ002,2023-06-15,Low
20230301,104005,BU03,VEN009,Contractor 401,Developer,145,84,12180,PRJ008,2023-05-15,Medium
20230301,104005,BU03,VEN008,Contractor 527,Developer,125,94,11750,PRJ006,2023-11-15,Low
20230301,104018,BU06,VEN008,Contractor 741,RTE,110,146,16060,PRJ004,2023-09-15,Low
20230301,104018,BU06,VEN014,Contractor 457,Architect,125,156,19500,PRJ008,2023-07-28,High
20230301,104022,BU03,VEN009,Contractor 659,Architect,145,146,21170,PRJ006,2023-05-28,Medium
20230301,104022,BU03,VEN008,Contractor 993,Developer,85,126,10710,PRJ009,2023-07-28,Medium
20230301,104022,BU03,VEN009,Contractor 960,RTE,95,141,13395,PRJ009,2023-10-28,High
20230301,104023,BU02,VEN006,Contractor 289,Scrum Master,85,148,12580,PRJ007,2023-07-28,High
20230301,104026,BU01,VEN014,Contractor 910,Developer,125,86,10750,PRJ005,2023-06-28,Low
20230301,104027,BU02,VEN007,Contractor 586,Cloud Engineer,125,168,21000,PRJ006,2023-08-28,High
20230301,104034,BU03,VEN014,Contractor 792,Architect,110,84,9240,PRJ008,2023-06-28,High
20230301,104034,BU03,VEN009,Contractor 174,Architect,145,174,25230,PRJ004,2023-07-15,High
20230301,109003,BU04,VEN009,Contractor 617,RTE,110,113,12430,PRJ001,2023-09-15,Low
20230301,109003,BU04,VEN009,Contractor 591,Architect,95,98,9310,PRJ007,2023-08-15,Medium
20230301,109003,BU04,VEN014,Contractor 367,Cloud Engineer,145,84,12180,PRJ009,2023-06-28,High
20230301,109004,BU04,VEN006,Contractor 929,RTE,110,90,9900,PRJ001,2023-06-28,Low
20230301,109004,BU04,VEN007,Contractor 903,QA Analyst,165,141,23265,PRJ007,2023-07-28,High
20230301,110101,BU05,VEN006,Contractor 810,Scrum Master,110,167,18370,PRJ004,2023-06-15,Low
20230401,104002,BU03,VEN008,Contractor 378,Scrum Master,95,162,15390,PRJ005,2023-08-28,Medium
20230401,104002,BU03,VEN009,Contractor 327,Developer,95,114,10830,PRJ003,2023-08-28,High
20230401,104002,BU03,VEN008,Contractor 759,QA Analyst,110,161,17710,PRJ009,2023-07-15,Low
20230401,104003,BU03,VEN009,Contractor 366,Scrum Master,125,83,10375,PRJ001,2023-10-28,High
20230401,104018,BU06,VEN014,Contractor 486,Cloud Engineer,95,119,11305,PRJ002,2023-10-15,Medium
20230401,104018,BU06,VEN009,Contractor 985,RTE,95,94,8930,PRJ007,2023-12-15,High
20230401,104018,BU06,VEN006,Contractor 885,QA Analyst,110,137,15070,PRJ007,2023-06-15,Low
20230401,104023,BU02,VEN008,Contractor 469,RTE,85,121,10285,PRJ010,2023-11-15,Low
20230401,104023,BU02,VEN014,Contractor 517,Architect,110,133,14630,PRJ002,2023-06-28,Medium
20230401,104026,BU01,VEN009,Contractor 998,RTE,125,155,19375,PRJ008,2023-08-28,Low
20230401,104026,BU01,VEN008,Contractor 473,Architect,110,85,9350,PRJ005,2023-08-15,High
20230401,104026,BU01,VEN008,Contractor 338,QA Analyst,95,87,8265,PRJ004,2023-08-28,Low
20230401,104034,BU03,VEN007,Contractor 340,Cloud Engineer,85,171,14535,PRJ010,2023-09-28,Medium
20230401,104034,BU03,VEN006,Contractor 260,Architect,95,129,12255,PRJ003,2023-06-15,High
20230401,109003,BU04,VEN014,Contractor 674,QA Analyst,165,155,25575,PRJ009,2023-11-28,Low
20230401,109003,BU04,VEN006,Contractor 875,RTE,145,103,14935,PRJ007,2023-08-28,Low
20230401,110101,BU05,VEN009,Contractor 706,Scrum Master,85,111,9435,PRJ003,2023-11-28,High
20230401,110101,BU05,VEN014,Contractor 781,RTE,145,128,18560,PRJ001,2023-10-15,Medium
20230501,104017,BU02,VEN009,Contractor 120,Architect,145,158,22910,PRJ002,2023-10-15,Low
20230501,104017,BU02,VEN014,Contractor 669,Architect,95,86,8170,PRJ007,2023-07-15,Low
20230501,104017,BU02,VEN009,Contractor 625,Architect,145,167,24215,PRJ010,2023-07-28,Medium
20230501,104017,BU02,VEN007,Contractor 867,QA Analyst,95,98,9310,PRJ007,2023-12-15,Low
20230501,104018,BU06,VEN008,Contractor 136,QA Analyst,95,99,9405,PRJ007,2023-10-15,Low
20230501,104019,BU03,VEN007,Contractor 376,Scrum Master,110,84,9240,PRJ006,2023-07-15,Low
20230501,104022,BU03,VEN009,Contractor 250,Cloud Engineer,110,104,11440,PRJ006,2023-12-15,High
20230501,104022,BU03,VEN014,Contractor 798,Architect,110,155,17050,PRJ004,2023-12-15,Medium
20230501,104023,BU02,VEN007,Contractor 333,Scrum Master,165,144,23760,PRJ006,2023-10-28,High
20230501,104023,BU02,VEN009,Contractor 409,QA Analyst,95,100,9500,PRJ008,2023-09-28,Low
20230501,104023,BU02,VEN009,Contractor 910,QA Analyst,95,129,12255,PRJ006,2023-09-28,High
20230501,104023,BU02,VEN008,Contractor 538,RTE,145,124,17980,PRJ010,2023-10-28,Medium
20230501,104026,BU01,VEN006,Contractor 578,QA Analyst,145,115,16675,PRJ008,2023-08-15,High
20230501,104026,BU01,VEN014,Contractor 851,Developer,125,174,21750,PRJ002,2023-08-28,Low
20230501,104026,BU01,VEN006,Contractor 919,Developer,85,140,11900,PRJ008,2023-11-28,Medium
20230501,104034,BU03,VEN008,Contractor 446,RTE,85,157,13345,PRJ010,2023-12-15,High
20230501,109003,BU04,VEN008,Contractor 977,Scrum Master,145,173,25085,PRJ007,2023-10-28,Low
20230501,109003,BU04,VEN008,Contractor 846,Architect,95,112,10640,PRJ006,2023-07-15,Medium
20230501,109003,BU04,VEN007,Contractor 456,Architect,125,107,13375,PRJ002,2023-12-15,Low
20230501,109003,BU04,VEN006,Contractor 661,Cloud Engineer,85,172,14620,PRJ008,2023-09-15,Medium
20230501,110101,BU05,VEN006,Contractor 449,Cloud Engineer,110,85,9350,PRJ007,2023-07-28,Medium
20230601,104002,BU03,VEN009,Contractor 266,Cloud Engineer,110,166,18260,PRJ002,2023-12-15,High
20230601,104002,BU03,VEN009,Contractor 228,Developer,110,112,12320,PRJ001,2023-12-28,Medium
20230601,104005,BU03,VEN006,Contractor 930,Developer,85,127,10795,PRJ010,2023-11-28,High
20230601,104005,BU03,VEN009,Contractor 913,Developer,145,153,22185,PRJ005,2023-11-28,Medium
20230601,104005,BU03,VEN009,Contractor 632,Developer,110,131,14410,PRJ007,2023-11-15,High
20230601,104018,BU06,VEN009,Contractor 269,Cloud Engineer,165,135,22275,PRJ005,2023-09-28,Medium
20230601,104018,BU06,VEN007,Contractor 853,Scrum Master,165,118,19470,PRJ002,2023-11-15,Low
20230601,104018,BU06,VEN008,Contractor 335,Architect,145,150,21750,PRJ004,2023-12-15,Low
20230601,104018,BU06,VEN006,Contractor 848,Scrum Master,110,84,9240,PRJ006,2023-12-28,High
20230601,104019,BU03,VEN014,Contractor 239,Developer,85,85,7225,PRJ008,2023-12-28,Low
20230601,104019,BU03,VEN009,Contractor 434,Scrum Master,125,154,19250,PRJ006,2023-11-28,High
20230601,104019,BU03,VEN009,Contractor 610,Scrum Master,145,150,21750,PRJ005,2023-11-28,Low
20230601,104019,BU03,VEN014,Contractor 579,Scrum Master,110,121,13310,PRJ007,2023-11-15,Medium
20230601,104022,BU03,VEN006,Contractor 151,Cloud Engineer,125,123,15375,PRJ004,2023-11-28,High
20230601,104022,BU03,VEN008,Contractor 554,Developer,165,108,17820,PRJ005,2023-08-15,Medium
20230601,104022,BU03,VEN014,Contractor 345,Scrum Master,145,167,24215,PRJ002,2023-08-15,Low
20230601,104023,BU02,VEN008,Contractor 477,Scrum Master,165,118,19470,PRJ006,2023-10-15,Low
20230601,104023,BU02,VEN014,Contractor 180,Cloud Engineer,145,112,16240,PRJ002,2023-10-28,Medium
20230601,104023,BU02,VEN007,Contractor 739,Developer,110,164,18040,PRJ004,2023-12-15,Low
20230601,104026,BU01,VEN007,Contractor 278,RTE,85,113,9605,PRJ002,2023-10-28,Medium
20230601,104026,BU01,VEN008,Contractor 666,Developer,125,113,14125,PRJ006,2023-11-15,Low
20230601,104026,BU01,VEN014,Contractor 817,Developer,110,92,10120,PRJ005,2023-09-15,High
20230601,109003,BU04,VEN014,Contractor 995,RTE,145,145,21025,PRJ006,2023-10-28,High
20230601,109003,BU04,VEN009,Contractor 390,Developer,145,152,22040,PRJ004,2023-10-28,Low
20230601,110101,BU05,VEN007,Contractor 542,Developer,95,91,8645,PRJ007,2023-08-28,Medium
20230601,110101,BU05,VEN008,Contractor 530,QA Analyst,165,160,26400,PRJ008,2023-11-15,Medium
20230701,104002,BU03,VEN006,Contractor 449,RTE,145,85,12325,PRJ002,2023-10-28,Medium
20230701,104002,BU03,VEN006,Contractor 720,QA Analyst,125,167,20875,PRJ007,2023-10-28,Low
20230701,104002,BU03,VEN006,Contractor 584,QA Analyst,145,125,18125,PRJ008,2023-12-28,Low
20230701,104002,BU03,VEN007,Contractor 858,RTE,110,115,12650,PRJ010,2023-12-28,Low
20230701,104005,BU03,VEN009,Contractor 690,Cloud Engineer,95,122,11590,PRJ006,2023-11-28,Medium
20230701,104005,BU03,VEN009,Contractor 562,RTE,145,110,15950,PRJ001,2023-12-28,Medium
20230701,104005,BU03,VEN014,Contractor 796,RTE,95,150,14250,PRJ008,2023-12-28,Medium
20230701,104005,BU03,VEN006,Contractor 396,RTE,165,126,20790,PRJ001,2023-11-15,High
20230701,104018,BU06,VEN007,Contractor 549,Cloud Engineer,125,113,14125,PRJ007,2023-12-15,Low
20230701,104019,BU03,VEN007,Contractor 510,RTE,145,80,11600,PRJ010,2023-09-15,Low
20230701,104023,BU02,VEN009,Contractor 248,QA Analyst,110,123,13530,PRJ005,2023-12-15,Medium
20230701,104023,BU02,VEN014,Contractor 630,QA Analyst,125,100,12500,PRJ010,2023-12-15,Medium
20230701,104026,BU01,VEN007,Contractor 347,Developer,165,176,29040,PRJ005,2023-09-28,High
20230701,104027,BU02,VEN007,Contractor 847,Cloud Engineer,165,172,28380,PRJ010,2023-12-15,Medium
20230701,104034,BU03,VEN007,Contractor 191,RTE,110,91,10010,PRJ002,2023-11-15,High
20230701,104034,BU03,VEN009,Contractor 462,Scrum Master,110,95,10450,PRJ002,2023-11-28,Medium
20230701,104034,BU03,VEN009,Contractor 725,Scrum Master,165,138,22770,PRJ002,2023-11-15,Low
20230701,109003,BU04,VEN009,Contractor 313,QA Analyst,85,101,8585,PRJ010,2023-12-15,High
20230701,109003,BU04,VEN006,Contractor 136,Developer,165,148,24420,PRJ009,2023-12-28,Medium
20230701,109004,BU04,VEN008,Contractor 217,Scrum Master,85,116,9860,PRJ006,2023-12-28,Medium
20230701,109004,BU04,VEN006,Contractor 217,Architect,85,92,7820,PRJ010,2023-12-28,Low
20230701,110101,BU05,VEN006,Contractor 831,Developer,95,148,14060,PRJ001,2023-11-15,Medium
20230701,110101,BU05,VEN006,Contractor 301,Developer,125,124,15500,PRJ008,2023-12-15,Low
20230801,104002,BU03,VEN008,Contractor 928,Scrum Master,110,111,12210,PRJ008,2023-12-15,High
20230801,104017,BU02,VEN008,Contractor 758,QA Analyst,125,156,19500,PRJ007,2023-12-15,Medium
20230801,104017,BU02,VEN006,Contractor 683,Architect,95,168,15960,PRJ003,2023-12-28,Low
20230801,104017,BU02,VEN009,Contractor 749,QA Analyst,110,152,16720,PRJ005,2023-12-15,Low
20230801,104018,BU06,VEN006,Contractor 813,Scrum Master,110,127,13970,PRJ009,2023-12-28,Medium
20230801,104018,BU06,VEN006,Contractor 510,RTE,95,82,7790,PRJ007,2023-11-15,Medium
20230801,104018,BU06,VEN009,Contractor 369,Cloud Engineer,110,106,11660,PRJ003,2023-12-15,High
20230801,104019,BU03,VEN009,Contractor 166,Architect,145,143,20735,PRJ008,2023-12-28,Low
20230801,104019,BU03,VEN007,Contractor 908,Developer,110,151,16610,PRJ003,2023-12-28,Low
20230801,104019,BU03,VEN006,Contractor 478,Cloud Engineer,110,142,15620,PRJ008,2023-10-15,Medium
20230801,104019,BU03,VEN014,Contractor 336,Cloud Engineer,165,162,26730,PRJ007,2023-12-28,High
20230801,104023,BU02,VEN008,Contractor 273,Cloud Engineer,85,102,8670,PRJ003,2023-12-28,Medium
20230801,104026,BU01,VEN006,Contractor 214,RTE,125,106,13250,PRJ008,2023-12-28,High
20230801,104026,BU01,VEN007,Contractor 581,RTE,110,163,17930,PRJ004,2023-12-28,High
20230801,104026,BU01,VEN014,Contractor 752,Scrum Master,145,173,25085,PRJ009,2023-12-15,Low
20230801,104034,BU03,VEN006,Contractor 596,QA Analyst,125,119,14875,PRJ007,2023-12-15,Medium
20230801,104034,BU03,VEN009,Contractor 904,Cloud Engineer,85,103,8755,PRJ004,2023-12-15,Medium
20230801,104034,BU03,VEN009,Contractor 859,Architect,85,131,11135,PRJ002,2023-12-15,Medium
20230801,104034,BU03,VEN009,Contractor 154,Cloud Engineer,165,101,16665,PRJ008,2023-12-28,Medium
20230801,109003,BU04,VEN008,Contractor 248,Scrum Master,145,82,11890,PRJ005,2023-11-15,Medium
20230801,109004,BU04,VEN014,Contractor 336,RTE,145,148,21460,PRJ002,2023-12-15,Medium
20230801,109004,BU04,VEN007,Contractor 811,RTE,165,147,24255,PRJ010,2023-11-28,High
20230801,109004,BU04,VEN009,Contractor 249,Architect,125,173,21625,PRJ006,2023-12-15,Medium
20230801,110101,BU05,VEN008,Contractor 188,Scrum Master,125,129,16125,PRJ003,2023-10-28,High
20230801,110101,BU05,VEN007,Contractor 429,QA Analyst,125,98,12250,PRJ006,2023-12-28,Low
20230801,110101,BU05,VEN008,Contractor 834,Architect,125,107,13375,PRJ007,2023-12-28,High
20230801,110102,BU05,VEN007,Contractor 279,RTE,145,89,12905,PRJ003,2023-12-15,Low
20230801,110102,BU05,VEN006,Contractor 986,Scrum Master,95,90,8550,PRJ004,2023-12-15,Medium
20230801,110102,BU05,VEN006,Contractor 249,RTE,165,166,27390,PRJ008,2023-12-15,Low
20230801,110102,BU05,VEN009,Contractor 572,Cloud Engineer,95,112,10640,PRJ010,2023-12-28,Low
20230901,104003,BU03,VEN008,Contractor 371,Cloud Engineer,125,85,10625,PRJ002,2023-12-28,Low
20230901,104018,BU06,VEN014,Contractor 690,Cloud Engineer,110,155,17050,PRJ002,2023-11-15,Medium
20230901,104018,BU06,VEN009,Contractor 981,Architect,145,102,14790,PRJ009,2023-12-15,Medium
20230901,104018,BU06,VEN006,Contractor 308,Architect,165,158,26070,PRJ001,2023-11-15,Low
20230901,104018,BU06,VEN008,Contractor 745,Scrum Master,125,107,13375,PRJ008,2023-12-28,High
20230901,104022,BU03,VEN008,Contractor 912,Scrum Master,110,175,19250,PRJ006,2023-12-28,Medium
20230901,104022,BU03,VEN008,Contractor 816,Developer,95,128,12160,PRJ004,2023-12-28,Low
20230901,104022,BU03,VEN006,Contractor 195,Developer,110,83,9130,PRJ005,2023-12-15,Medium
20230901,104022,BU03,VEN008,Contractor 174,Scrum Master,165,139,22935,PRJ003,2023-12-28,Low
20230901,104023,BU02,VEN007,Contractor 651,Architect,145,86,12470,PRJ004,2023-12-28,Medium
20230901,104023,BU02,VEN007,Contractor 978,Architect,125,154,19250,PRJ007,2023-12-28,Medium
20230901,104026,BU01,VEN008,Contractor 594,Scrum Master,145,138,20010,PRJ008,2023-12-28,High
20230901,104026,BU01,VEN009,Contractor 384,Architect,110,142,15620,PRJ001,2023-12-15,High
20230901,104026,BU01,VEN007,Contractor 888,QA Analyst,85,90,7650,PRJ001,2023-12-28,Low
20230901,104026,BU01,VEN006,Contractor 437,Architect,165,162,26730,PRJ002,2023-12-15,High
20230901,104028,BU03,VEN007,Contractor 223,RTE,125,97,12125,PRJ005,2023-12-28,Medium
20230901,104028,BU03,VEN014,Contractor 818,Architect,110,112,12320,PRJ008,2023-12-15,Medium
20230901,104028,BU03,VEN006,Contractor 658,Developer,110,106,11660,PRJ004,2023-12-28,Low
20230901,104028,BU03,VEN009,Contractor 281,Architect,145,89,12905,PRJ004,2023-12-15,Low
20230901,104034,BU03,VEN006,Contractor 414,QA Analyst,85,120,10200,PRJ008,2023-12-15,High
20230901,104034,BU03,VEN006,Contractor 643,RTE,110,104,11440,PRJ001,2023-12-28,Medium
20230901,104034,BU03,VEN008,Contractor 212,Developer,85,94,7990,PRJ010,2023-12-15,High
20230901,104034,BU03,VEN007,Contractor 441,Scrum Master,145,126,18270,PRJ008,2023-12-28,Low
20230901,109003,BU04,VEN009,Contractor 609,RTE,110,123,13530,PRJ005,2023-11-28,High
20230901,110101,BU05,VEN007,Contractor 733,QA Analyst,125,140,17500,PRJ001,2023-11-15,High
20230901,110101,BU05,VEN007,Contractor 563,QA Analyst,125,145,18125,PRJ008,2023-12-15,Medium
